REG_ID_ENR,OTHER_INSTITUTION_AUTRE
558777,CANADIAN JUDICIAL COUNCIL
558777,EXPORT DEVELOPMENT BANK
558777,Competition Bureau Canada
558817,Depertment of Foreign Affairs and International Trade
558817,Canadian Food Insp[ection Agency
558818,Department of Foreign Affairs and International Trade
559020,Oshawa Harbour Commission
559276,Canada Border Security Agency
559356,Meteorological Services of Canada
559356,Office of the Superintendent of Financial Institutions
559376,Minister responsible for Vancouver/Whistler Olympics
559376,Canada Border Servcies Agency
559539,Governor General
559556,Canadian Health Council
559556,Canadian Patient Safety Institute
559556,Canada Health Infoway
559556,Canadian Institutes for Health Information
559556,Intergovernmental Affairs
559558,LABOUR AND HOUSING
559558,HUMAN RESOURCES AND SKILLS DEVELOPMENT
559582,"Finance Canada, Members of Parliament"
559603,Governor General
559604,Governor General
559645,Ministry of International Cooperation
559646,Canada-Nova Scotia Offshore Petroleum Board
559646,Coasting Trade Agency
559646,Canada-Newfoundland and Labrador Offshore Petroleum Board
559646,Transport Development Centre
559646,National Contingency Planning Group
559648,FEDNOR
559660,Minister for Democratic Reform
559681,Office of the Privacy Commissioner
559681,Office of the Comptroller General
559681,Office of the Auditor General
559681,Office of the Superintendent of Financial Institutions
559682,Infrastructure
559682,Parks
559717,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
559736,Canadian Embassy in Washington
559737,CPC Strategic Review Secretariat
559799,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
559806,Members of Parliament
559877,Members of Parliament
559877,Prime Ministers Office (PMO)
559896,Canada Centre for Remote Sensing (CCRS)
559896,Communications Security Establishment (CSE)
559956,PUBLIC SAFETY & EMERCENCY PREPAREDNESS CANADA
560058,Members of Senate
560058,Advisory Panel on Canada's System of International Taxation
560196,DEPUTY MINISTER'S OFFICE
560345,Canada Foundation for Innovation
560345,Members of Parliament
560345,Member of Parliament
560345,Ministry of the Environment
560397,Sustainable Development Technology Canada
560397,Natural Resources Canada - CANMET Energy Technology Centre
624497,Office of the Auditor General
624497,Office of the Superintendent of Financial Institutions
624640,Canada's Ambassador to Guatemala
624643,Human Resources and Skills Development Canada (HRSDC)
624657,Canadian Agency for Drugs and Technologies in Health (CADTH)
624657,Canadian Expert Drug Advisory Committee (CEDAC)
624663,Governor General of Canada
624663,Ministry of Industry
624663,Government of Canada (MP)
624664,OFFICE OF THE AUDITOR GENERAL
624684,P3 Canada
624687,Députés et ministres
624689,CANADIAN COUNCIL OF THE MINISTERS OF ENVIRONMENT (CCME)
624689,CANADIAN ENERGY MINISTERS (CEM)
624708,Office of the Registrar of Lobbyists
624708,Canaidan Intellectual Property Office
624708,Canadian Health Network
624711,Intergovernmental Affairs
624722,Canada Foundation for Innovation
624722,Minister of State (Sport)
624722,Ministry of Industry
624807,Geological Survey of Canada
624899,Northern Pipeline Agency
624899,Mackenzie Gas Project Office
624947,labour
624957,pilotage authorities
624959,Laurentian Pilotage Authority
624959,Pacific Pilotage Authority
624959,Great Lakes Pilotage Authority
624959,Canada Post
624964,Laurentian Pilotage Authority
624964,Great Lakes Pilotage Authority
624964,Canada Post
624964,Pacific Pilotage Authority
624989,Intergovernmental Affairs
624989,Canada Health Infoway
624989,Canadian Health Council
624989,Canadian Institutes for Health Information
624989,Canadian Patient Safety Institute
624992,THE CANADIAN FOOD INSPECTION AGENCY
624992,OFFICE OF THE SUPERINTENDANT OF BANKRUPTCY
624992,RCMP
624993,Canada Health Infoway
624993,Canadian Patient Safety Institute
624993,Canadian Health Council
624993,Intergovernmental Affairs
624993,Canadian Institutes for Health Information
624995,Labour Canada
624996,Canadian Institute for Health Information
624996,Intergovernmental Affairs
624996,Canada Health Infoway
624996,Canadian Institutes for Health Research
624996,Canadian Health Council
624996,Canadian Patient Safety Institute
624998,Canadian Institutes for Health Information
624998,Canada Health Infoway
624998,Intergovernmental Affairs
624998,Canadian Patient Safety Institute
624998,Canadian Health Council
625000,Canada Health Infoway
625000,Canadian Health Council
625000,Canadian Institute for Health Information
625000,Intergovernmental Affairs
625000,Canadian Patient Safety Institute
625001,Canadian Patient Safety Institute
625001,Canada Health Infoway
625001,Intergovernmental Affairs
625001,Canadian Health Council
625001,Canadian Institute for Health Information
625002,Intergovernmental Affairs
625002,Canadian Institute for Health Information
625002,Canada Health Infoway
625002,Canadian Health Council
625002,Canadian Patient Safety Institute
625006,AUDITOR GENERAL OF CANADA
625006,OFFICE OF CRITICAL INFRASTRUCTURE PROTECTION AND EMERGENCY PREPAREDNESS
625006,CANADA POST
625159,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
625161,E.D.C. (Export Development Canada)
625200,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
625237,Canadian Council on Learning
625240,PHAC
625240,CBSA
625240,CFIA
625243,Canadian Health Council
625243,Canadian Patient Safety Institute
625243,Canadian Institute for Health Information
625243,Intergovernmental Affairs
625243,Canada Health Infoway
625244,Canadian Institute for Health Information
625244,Intergovernmental Affairs
625244,Canada Health Infoway
625244,Canadian Health Council
625244,Canadian Patient Safety Institute
625246,Intergovernmental Affairs
625246,Canadian Institute for Health Information
625246,Canada Health Infoway
625246,Canadian Health Council
560442,Patrimoine Canada
560517,Status of Women
560547,Industrial Technologies Office (SADI - Strategic Aerospace and Defence Initiative)
560659,Développement économique Canada
560676,Office of the Superintendent of Financial Institutions
560677,Office of the Superintendent of Financial Institutions
560751,Investment Review Division of Industry Canada
560756,Développement Économique Canada (DEC)
560817,Minister of State (Public Health)
560817,Minister of State (Families and Caregivers)
560817,Minister of State (Human Resources Development)
560817,Insfraestructure Canada
560817,Minister of State (Insfraestructure and Communities)
560818,Intergovernmental Affairs
560823,Office of the Correctional Investigator
560876,COMMISSION DU DROIT DU CANADA
560876,OFFICE DE LA PROPRIÉTÉ INTELLECTUELLE DU CANADA
560876,Office de la propriété intellectuelle du Canada
560924,Canada-Nova Scotia Offshore Petroleum Board
560924,Coasting Trade Agency
560924,Canada-Newfoundland and Labrador Offshore Petroleum Board
560924,Transport Development Centre
560924,National Contingency Planning Group
560936,Pest Management Registration Agency
560956,Développement Économique Canada
561026,Office of the Superintendent of Financial Institutions
561027,Office of the Superintendent of Financial Institutions
561028,Office of the Superintendent of Financial Institutions
561029,Office of the Superintendent of Financial Institutions
561030,Office of the Superintendent of Financial Institutions
561031,Office of the Superintendent of Financial Institutions
561033,Office of the Superintendent of Financial Institutions
561034,Office of the Superintendent of Financial Institutions
561035,Office of the Superintendent of Financial Institutions
561036,Office of the Superintendent of Financial Institutions
561037,Office of the Superintendent of Financial Institutions
561038,Office of the Superintendent of Financial Institutions
561039,Office of the Superintendent of Financial Institutions
561040,Office of the Superintendent of Financial Institutions
561041,Office of the Superintendent of Financial Institutions
561042,Office of the Superintendent of Financial Institutions
561043,Office of the Superintendent of Financial Institutions
561196,Public Safety and Emergency Preparedness
561280,Canada Foundation for Innovation
561282,Canadian Embassy to the United States (Washington)
561282,Federal Provincial Territorial Working Group on Energy
561317,Canada Mortgage and Housing
561318,Canada Mortgage and Housing
561319,Canada Mortgage and Housing
561320,Minister of State for Seniors
561320,Canada Mortgage and Housing
561323,Procurement Board of Canada
561330,Therapeutic Products Directorate
561331,Therapeutic Products Directorate
561456,Measurement Canada
561457,Measurement Canada
561616,"Ministry of Transport, Infrastructure, and Communities"
561616,Ministry of Intergovernmental Affairs
561957,"Office of the Honourable Greg Thompson, P.C., M.P."
562076,Health & Healthy Living
562076,Advanced Education and Literacy
562076,Department of Foreign Affairs and International Trade
562076,Council of Ministers of Education Canada
562076,Federal Government
562096,Puclic Health Agency of Canada
562196,"Members of the House of Commons, Public Safety and Emergency Prepardness Canada (PSEPC),"
562496,Canadian Institutes for Health Research
562496,Public Health Agency Canada
562496,Geological Survey of Canada
562496,Geological Survey of Canada
562496,Canadian Forest Service
562496,Energy Retrofit Assistance for Implementation
562496,Office of the Minister of Labour
562556,Agence de Développement économique du Canada pour les régions de Québec
625246,Canadian Patient Safety Institute
625247,Canadian Health Council
625247,Canadian Patient Safety Institute
625247,Intergovernmental Affairs
625247,Canada Health Infoway
625250,Canadian Health Infoway
625250,Intergovernmental Affairs
625250,Canadian Health Council
625250,Canadian Institute for Health Information
625250,Canadian Patient Safety Institute
625251,Labour Canada
625252,Sports
625254,Intergovernmental Affairs
625254,Canadian Institute for Health Information
625254,Canada Health Infoway
625254,Canadian Health Council
625254,Canadian Patient Safety Institute
625257,Canadian Health Council
625257,Canadian Patient Safety Institute
625257,Intergovernmental Affairs
